sentence,sentiment
justin timberlake + snl = awesome ... dude should just become a regular,2
@kc0219 I will! promise to bring me back something from the moon?,0
"...and Sykes will lose a few gigs while gaining some better ones. Frankly, the best thing the rightards can do is scream about this.",2
My Sissy and I went to a Bridal Shower tonight; crazy women!!,3
@Nickman611 timberlake... Sorry I am late  caps such I hate them lol,2
the coffee is in the making!,2
@officialTila You're welcome Tila!! I love you!! Wish I could have heard it,3
Maitreya for Bobby's bday!  Yay,2
@brainofdane DUDE.  You're a hax0r!!!1!  You should put Final Cut Pro on there and tell me how stable it is,1
i'm going to bed. have fun with the drunk ones.  see ya in the am!,0
I forgot to mention that I am downloading the Fightstar version of Imogen Heap's &quot;Hiide and Seek&quot;  I have about 15 versions of that song!,3
"&quot;I'll see you again yeah?&quot; &quot;Its up to you&quot; &quot;I guarantee you will, i dont want to wait to long not seeing you&quot; fuckin fruit basket! Hahaha",0
@TayloRAWR if you're watching this...I love you.&quot; I almost died. But now...SHE MEANS NOTHING!,3
just loves having proper Inet back,2
SÃ¯Â¿Â½i GÃ¯Â¿Â½n sÃ¯Â¿Â½ng n?ng chi?u m?a,2
@Brutus626 there is the fact that you are the coolest guy you know.,3
@scottrmcgrew me toooooooooooooooooo,2
@nickyy123 im sure she'll love em  how was work? x,3
@djMIA Good Luck!!!  keep rockin!,2
"@goodlaura Trending you say? Well, there's TweetCannon   http://tinyurl.com/odrza4",2
Captain Jack is back,2
@SirReigns Now that's what i like to hear!   You won't unfollow us little people on Twitter when you make it big will u?,3
"Well, at least it's not as bad as I thought. Found a new website to watch movies on and I gotta say.......it's not bad, not bad at all",3
on the phone  !,2
@DawnRichard giv ya mom n gman happy mothers day,2
Did you know call of duty has a scenario game called &quot;Nazi zombies?&quot; it's awesome and scary at the same time,3
is needing to make a new video,2
@SherylLoch You too!   Happy Mom's get to rule and kids have to take it day,3
I have fantastic friends,3
"@iadn Ok, just rub it in why don't ya.",0
@jenthegingerkid oh. em. gee. i think that might be it!!! i wonder if i can get it @ a macy's - do you know a/b shipping?  @c2s :X sorry,3
@gk2007 Yu th? trang nÃ¯Â¿Â½y xem  http://bit.ly/kMxHk (recommended by ),2
the poetry event was a success. I don't think I ever really thought that my poetry could connect with others. heartache is universal,2
@YasmineGalenorn used is definitely cheaper... may have to get later ones that way... but new is ok for now...,2
@putnampig Is there going to Sausage on it  yum yum,2
@mariapaulaa i KNOW! AHH!  so fun!,3
"(@CoxRocks) Ha, the lead singer gave me a high five and i got one of their guitar pics!",3
It's 2am and I still haven't gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!,0
just got home from church. The Service was good,3
@Willy9e  shouldn't I be going to sleep? Just kidding :p,3
definitely OD tired..but backstagepazz.com is no joke..i think i want to be a groupie just so i can tell my tale.,0
@whoaaitskristi OMG I'M SOO EXCITED! i've been waiting for it ever since i saw the 5th one at midnight the night before!,3
"Had a great day: beach, BBQ with old friends (it's crazy that I'm old enough to have 'old' friends!), &amp; learned how to play texas holdem",3
"@linuxluver I read for pure escapism. Don't make me think, take me away  non-fiction tends not to achieve that, for some strange reason",2
Watchin' The Soup! This show is the BEST!,3
@xodedexo18 Of course you can come join our sleep-over!! Can you bring me a big dill pickle?!,3
@tabbycat224 gooood we miss you!!  hope you had fun w/the in-laws haha,3
My whole immediate will be in the same city until some point tomorrow afternoon. This is monumental,0
@__loss good god woman! Get some sleep!!! I'll call/text when I'm in the city.,0
Hanging with Megan Brooks. Best girl in the world,3
@mscofino wow that is a great list... Now i need to shop,2
i'm addicted to home,0
done with the packing and everything else ... leaving in 3 hours ...,0
@JFabb Ahaha!! I have all of your albums.  Each stuff of your music is so beautiful! That's why I am so in love with them.,3
I think Destiny has officially gone crazy... hahahaha,3
@esmeeworld Hey Esmee. How U doing?,2
@iam151 and you suck horribly  the world is at an even balance,1
@laurenconrad http://twitpic.com/4wh4d - this is a very pretty picture,3
@leahita Your sweetie is very lucky too!  #liberty,3
On my way to see diplo with my girl kathryn at smartbar!,0
"@slicksean I'd love that. And, don't think of it as easy. Think of it as enthusiastic.",0
Dahh- I do believe it's time for bed. G'night,0
@jlojlo you are a very naughty woman - we sooo have to meet!,0
I love my life  Ni night twitter!&lt;3,3
"@ShawnRobinson thanks for the follow, your family photo is beautiful  happy mother's day to your wife!",3
@missflipflop Night girl! Seriously want to hear stories when you can,3
@80smusicthebest I'm doing okay,3
excited to see my cousins this week.,3
"Who out there loves the soup. I do, I do.",0
"@AngelIbarra You guys rocked tonight. And yes, us Tacoma kids RULE.",3
@cherrybaby2001 Glad you like it!,3
Gotta buy some onesies for my besties lol ah Yea!  at the club having a grand ol time,3
sleepin at my cousin's,2
@l3ree im glad you got on twitter. I love you baby,3
"@MsNewAppearance Hey, thanx for following me, I'll follow you",3
Just signed up on Twitter! yay!,3
"seriously underrated.. 'porridge', the best breakfast in the world... ever. doesn't need to be gloopy, as long as it is made just right",2
@dinno thanks dinno  appreciate it,3
@fiascowines oh oh oh are you offering to send ducks!  I love love love confit duck,3
"@alitherunner haha, sorry, it's past my bedtime",3
@ggenung gables apartments has corporate and their nice.,2
http://twitpic.com/4wkzi - before prom. this is when all the chaos began,0
Selling artwork+ risk game with the boys+ startrek= just what i needed. What a good day,3
"@lilbuddha04 I'm searching, too. We'll compare notes.",2
"george lopez, bed, mommys day tomorrow ;)  i wish house was on Hugh Laurie, is sexay. sometimes i like way older guys.",3
@AmbitiousMurphy - i sure hope so  it was worth it for me too  loveu.,3
the boys didn't finish their tacos so now I'm eating them happily,3
"@MissNeyra hmm...ok, well I hope you feel better soon babe  Ima go to bed, I have a long day tomorrow",0
"@laerwen I'll try that, thanks",2
"but i didnt  krystal spent the night last night..i dnt think i posted that. but ya, we laughed a lot. SQUIRREL! &amp; HOUSE! new inside jokes.",3
@acrocks congrats! Photo of dre?,3
says morning plurk  just woke up. haha http://plurk.com/p/supwp,3
"@AshlieRayann Ashlie, thank you.  You made me feel a little better.",3
"@DinkyShop Oh yeah, and a few will say she went too far, and it'll all end up putting her back on top, where she belongs.",1
@tynie626 ah yet another good one!,2
"Getting Emilie in half an hour, should get up.... Have a nice day all! Talk later I hope",3
just received a personal email from Perez Hilton,3
Gonna give a guest lecture tomorrow @ PES Mandya on OpenGL,3
@xxmcr_ladyxx just scared for you! youre so young! @chemicalbullets im okay  what you doing?,0
Its offically mothers day!! happy moms day!!!,3
@bigben91190 its fun though,3
@BackpackingDad Whooo Baby! Good luck,3
"is singing in the rain. Cover your ears, people",3
"@KManCOBHC You, the other crew and COB tried your hardest to put on great shows and fans all appreciate it. Tell Alexi get well soon  MH.",3
SNL after party,3
Just saw Star Trek...one word: BombTastic!!! Go see it if you haven't already. P.S. I love Jon Cho!!! Haha,3
@rgambarini Instrumentalists like to give singers a hard time. But the vocalist's job is the toughest when he/she is sick.,2
is bored Riah fell asleep and now I have nothing to do maybe I will go to bed good night,2
Not quite sure what ace of cakes is or are. Gosh I'm tired. Loved bride wars. Fun night.,3
Happy Moms day y'all!,3
Excited for enfest yaaaay,3
@jmascia yay i found u!! i had a great time tonight!,3
@Bella_in_Forks ::static:: I know! I've barely seen anyone since I got into Paris yesterday.  I've just been walking around.  ::static::,0
"@heidiheartshugs that's cool. Well if you need any more help regarding that, Google is your friend. Plenty of info on that!",3
@lakersnation a celtics-lakers rematch sounds better don't you think? lol,3
@bloggingroach: re &quot;pot meet kettle&quot; not so sure of that equation.,2
"http://twitpic.com/4wl05 - I love this picture, hate this kid. But hey, he's looking at me...lol",3
- God i'm up early. Hayley still asleep but today is party day so i'm getting stuff ready.  x,3
@beach_girl3 awww its your b day?!?!?! Ahhh have a party!!! lol and invite me,3
At the coast. Too many people here i know.  i love you Nicci!,3
@souljaboytellem say Hi Nikki pleaseeeeee...lol.   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS),3
my legs are soft  watching a move with my mommm short day @ workk,3
"I'm off to bed. Head just won't stop giving me pain. ahgg.. Let this sinus, allergy, whatever you are be over tomorrow! Sogni D'oro",0
@alexnobert one thing is good enough for me. friendship retained!,2
"@joshcough Also it has a dense treatment of CPS and Continuation based Interpreter design, which is not there in SICP. Good to have both",3
@jeanninesioco yep,2
"@jennafurbee that is definitely an easier way of saying it, yes",2
no clue wtf im doing,0
says my new layout is so cute x) see the cuties ? hahahah  http://plurk.com/p/suqp6,3
thought Yes Man was good  had a blast with old friends tonight and heard some great music,3
"the day after.... I`m not sick but a little tierd...a bit to much to drink, but I had fun!",0
@JaiAsh anytime  that's what Im here for *giggles*,3
@Jorge924 well i'm expecting you for dinner lol.  Jelly Beans for dessert?   have a good night  $teph&lt;3,3
"@vautrin i think in the end, remembering the poetry and feeling behind something is far more important than the name.",2
"Happy Mother's Day! --  http://bit.ly/LRSnG  Mother Lover - J-Tim &amp; Andy Samberg video, hilarious",3
@skooter88 me neither at first...but u gotta go thru somethin first to get there lmao...i almost burnt my house down and that set me str8,0
@ricebunny http://twitpic.com/2xjoc - can you paint me,2
Finally cleaned my bedroom. I can see the carpet again   Hurray!,3
"@philalcorn No offense taken..!  Just one of my many controversial views, I guess!",2
"Going to bed, night all",2
@heyystephieee AGAIN AGAIN.,2
"Shower is taken. It is in the room right by the bed. Yeasterday we had the shower on the balcony, with sea wiew, that was a bit nicer",0
On my way home...today was UBER funn..seriously a great day..i love my family,3
We're home now,0
ima go to sleep now. good night. dnt let the bed bugs bite. haha.,3
@BBismyBB aww...you're such a softy...I can only imagine you a mess of tears at your own wedding...you won't even be able to talk,2
hanging out with the goddaughters,2
Beautiful Day..takn it down twitters  tell ALL mothers Happy Mothers Day,3
"@TheBeast32 oh okay cool, i love the fast and the furious can't wait to see the new one",3
Just sittin here waitin for my coffee to be full grown on farm town before going to bed,1
Studying like crazy in hopes of acing all of my exams!!!!!,3
"@faeriegal713 Yep, finished, chocked full of spelling and grammatical errors, but I'm cleaning it up tomorrow and popping it up  hehe",3
@shadowsinstone And I'm listening.,0
"#web20 -- a good metaphor in democratic process: Truth is better served, not by transparency --  but by the opaqueness of private 'Vote'",2
@whitsundays lol! l love your tweets! Keep them coming,3
@divinediva1 Norwood house party haaaaaa... Yaaaaaaay (smiles),3
"@butterflykate Crap, I said the 'V' word....",2
happy mothers' day to all your moms!,3
@poopiesanchez in clearwater,2
"watching men n blk 2, wishin all the mums happy mother's day",3
i can't believe my little brother is married...,2
I win? You now must call,3
@DaveStyles Haahaha omg.. dude I read that and almost choked.. haha thanks,2
"Well friends we just got in and it has been a long day, hope all is going good &amp; every one is happy. All our love Night nite",3
Going to Newtown soon. (Y),3
just finished dinner - it was yummy,3
oh how i love texting my drunk friends  hahahaha,3
@McCainBlogette Pretty sure you are hero status... You rock my socks Ms McCain.,2
"Limo Rides into the City for Dinner, Cruises on the Harbour, Makeovers &amp; Foot/Back Massages *yay* .. hope the fellas can get some of that",3
"butterfly fly away- miley ray  , oh &amp; happy mothers day &lt;3 love u mami.",3
Chillin.. Uploadinng The Videos I Took On [MySpace].  The Showw Was Awesomme!,3
"My industrial is repierced, and I made a cute little friend",3
"I have a crush on this guy at my job, name is tyler and his eyes are blue and very mesmerizing and he is too cool. Nite",0
hahaha yay emily i m cool  @emilystack,3
I find this tune to be very sexy. Smooth... have a lovely day  ? http://blip.fm/~5yzb6,3
VAST concert tomarrow night!!!!,2
i'm staying up to watch it,0
@lmpotter You're very welcome,3
@limeice obviously it wasnt coz u werent there  pc fixed?,2
sweet spice girls sing along w good friends,3
@zanelle your welcome,2
"@David_Kaufer You cant argue w/them, as they actually have zero things to complain about so they make stuff up",2
Goodnight peoples!,3
tried  to sleep but i cant bout 2 call tisha,0
@brabakr @Elikapeka @BeachMomOf2 Oh Duh....I see that now .....thank you....,2
"went on a ride to tortilla flats this morning with @wookiesgirl, a little warm, but a nice ride none the less",3
is a sleepyhead. looking forward to tomorrow. i love his family.,3
@SarrahRae HAHAH you know you loved the hannah montana movie  it was aweesome,3
"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",0
Happy Mother's Day Mom! I love You!,3
@wonderdra IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows*,0
"@peteypinata as a nj native, i thank u",3
@mattcutts - Try this one  @deltaairlines,2
"@kristenstewart9 WOW, I can't believe u reached the Facebook limit for # of friends! Crazy!!",3
Twitter is useful in that it reminds people what they forgot to ask me about on a given day. It is also excellent for inspiration,3
@gregxgore Make her something. Buying something is too impersonal. She's your mom!,3
"Just wanted to say, positivity is doin me good! Change it up! Won't regret it... Forsure..",1
"@peebilicious and @emnguyens: Aww, thank you!  I love you girls&lt;333333",3
iced coffee and vanilla ice cream UBER SICK MIX,3
Happy Mother's Day mommy and grandma haha  ily,2
"Done at Disneyland, kid's knocked out, stopped by the hotel bar and grabbed a grey goose &amp; tonic on the way up...peace",3
says Happy Mother's Day!  http://plurk.com/p/suqsg,3
@DawnRichard beautiful inside and out kids like you and que.. ILY guyz  wish i could have met you while you are here in houston...,3
happy mother's day to all the moms out there. i hope i never join that crowd,3
i'm tired but i'm in a good moood,3
"talkshow with Larry, then Cage?",2
"Emergency Radio for iPhone is awesome, listening to Johnson County Sheriffs live scanner stream",2
Goin to bed... Finally. So sleepy! *Happy mothers day!*,3
@dorzki you right  *feel,2
@SECURITYJ No problem! Look forward to your next tweet.,2
"@darkgracie nice song, where did it come from ?",3
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,3
@helloheartbreak Thanks bb.,3
Happy Mother's Day.,3
wow I just had a two hour conversation with someone on omegle. it was amazing,3
@rogergzz es imposible no amar starbucks,2
@shaktijs http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,3
first time,2
"@Meylanie what about the dilfs? Oh wait, wrong month....HAPPY MOTHERS DAY",3
Had a fantastic day at the beach. Thanks friends  xoxo.,3
Going home. Hope one of you out there saw the play.,3
@ericludzenski GILF = grandmother.,2
Happy mother's day to all the moms,3
Yes man was good,2
@arcadecore you wish,2
Happy Mother's Day to all the mommys out there,3
@whoaaitskristi OMG THAT'S AWESOME. this is the first time ever i'm not seeing it the day it comes out. Demi is taking over my day. haha,3
Happy Mothers Day! ..ok..seriously..good night,3
cannot sleep i'm SUPER DUPER DUPER excited pour la PARIS.  the love city.,3
"@FeFa1 hola chica! hopefully ur on your third dream by now. ur cake looks wonderful, ur mami will &lt;3 it",3
Good morning &amp; a very happy mothers day to all those lovely moms across the pond,3
@citycynic Sounds good to me! No more cleaning cynics orders. Haha. Good night. Talk tomorrow.,3
@nkotbworshiper me too... it goes to my phone so all night long sometimes my phone is blowing up... so nice to wake up to!,3
@JonathanRKnight Aww thanks jon that's very thoughtful...u know how to make the ladies feel special,3
taking requests for nkkairplay,2
@NathanFillion Where DO you get all those wonderful toys?,2
@vautrin tis' cool..I still stand by my former proclamation! I'm just stubborn that way! #rebellioustwitwhoknowsacoolcatcook lol,0
break from packing. watching the office  Pam: &quot;I had just woken up. I didn't look cute. That's how I knew he meant it.&quot;,3
"@nettagyrl Thanks, it's just too good for TV, simple as that.  #dollhouse",3
"@saraeatscake made me want taco bell, damn you sara! oh well now i'm going to go change into my jammies now.",3
@NicciSnail I'll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,3
is about to go buy his mother a mother's day gift,3
@xXJess017Xx thats great babe!! congrats!!,2
"ONE MO TIME BECUZ @AmazingSha HASNT SEEN IT YET!!! AND SHES SOO DAMN COOL, ILL POST IT JUST 4 HER  http://bbltwt.com/0mqko",0
I love my Maitu. N she loves me. Happy mothers day mama!,3
akissforjersey is amazing&lt;3 sooo soothing.,3
@Noa_Adamsky Good morning to you and thanks for following me! Cheers!,2
@rochelline http://twitpic.com/4wl5b - she is just adorable,3
@sentimentalizzy You know we do!,2
11:11 I made a wish,2
off to bed I go..have a great Mom's Day all you moms!,3
@JennLovesM5 @TDLQ awwwww i'm such a scifi geek and StarWars is the TEN COMMANDMENTS for us geeks!!,2
"@justjr  Blushing, blushing &amp; once again blushing!",2
Is feelin right rite now,2
@cawineblog everything counts  what are you drinking?,2
Christian doesn't have a Twitter...But he has a cell phone  Hahah..I'm bored.,0
Pulled out the breakfast sausage for Mothers Day. Hopefully the baby sleeps in,3
happy mothers day..,2
Its 11:11,2
Just got home i love stake and shake milkshakes,0
@amberchase ~ We voted! You have 760 now.,3
Good days with good friends make me not regret living,3
Shopping day.. headin to central chidlom and siam,3
freedom,3
@mikexjeezxx I think I've heard of that song. I'll listen to it tomorrow.,3
"@Aubergine006 I still have plenty of food left here! Thanks for coming over, I can't wait to see how the pictures came out",3
@FanInfo Absolutely! Just have a good backup for Romo for December.,3
happy mother's day to all thee mamas out there!,3
@kevinpollak  We forgive you and we have missed you!,0
"@jenstier Ooooh, that's very pretty Jen! I'm sure she'll love it!",3
@yaeljk K will check it out...,2
Watching jackass the movie  http://twitpic.com/4wlgi,2
"Mom, where ever you are; Happy Mothers day",3
EFF THAT NOISE!,1
@_Freya Good Night,2
"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning",3
"@kixsal The Star Trek in IMAX wasn't in 3D, but it was huge on the screen.  Still worth watching.",0
11:11 pm Perrrfect universal alignment.    &lt;33,3
Your the supporter  its totally up to you,3
That was crap.,0
Watching cartoons.....,2
Im so done defending him. Im going to bed and im gonna give my mom a happy mothers day.  at least ill try.,0
Hanging with @lacedwithvenom for the weekend,2
Just got done turning in my pre-final project for my computer animation class. Final is due on Tues. Only 2 more classes or 6 more weeks.,3
@i420TRUE THANKUS,3
@phaoloo Thank you so much phaoloo !!!!,3
@MattCundill Haha! At the Somerset theatre in Ottawa. I remember that well. The more things change the more they stay the same,2
Great find @NicciSnail  http://amanita-design.net/samorost-1/,3
No matter what I ALWAYS find out the truth.,3
Borat was so less gay  http://bit.ly/iZkab,2
life's good,3
is off,2
HAPPY MOTHERS DAY TO ALL YOU MOMS!!!!!,3
Had a lovely day with mama cuppy,0
@chris_ryall What if I thought I was a Star Trek person but I wasn't all that crazy about the new movie?,2
"@HungryGirl That's too bad, the movie's really pretty good.  We weren't scared away even by the people in costume.",3
"@drhorrible http://twitpic.com/4w8ja - aw you guys all look adorable, but Felicia you look a little demonic...",0
"@DavidYoumans Happy Birthday, David",2
@tiffany_celeste  finally some sleep in silence,3
"@fiercemichi, love your background, I just might have to copy it",3
I think the sun and the moon are God's way of reminding us that he's always watching over us.,2
TODAY WAS SOO FUN!!  happy bday chrissy &lt;3,3
@KellyContant (votes) sadly no.. but did you vote for my log yet?  I'm gonna vote for yours,2
@SJSharksfan haha i agree ! i am her test dummy. i just go in and say &quot;do whatever you want&quot; and i always love it.  she is magic!,3
@brabakr   ...Thank you Mr. President!....,0
i'm just sooo in love....i think,3
@JordsCajunCutie Tell him where...,2
IT'S MOTHER'S DAY,3
"@mastersunshine You're welcome, of course!",2
we'll be visiting my grandparents later. BTW i just heard katy perry's HOOK UP whew so cool i love it more than k.clarkson's version,2
"@hanabobana mb I'll try to do it once I'm back down at the end of the summer! Well, have fun with the movie, I'm off to watch Lost myself",2
happy mum's day! i kinduhh have a major crush on alex johnson from the cab,3
What better way to spoil mum than to let her kick back and relax over a nice meal and a bottle of her favorite wine? Our wine was a red,3
@megdia tweet often and it'll draw followers to you,0
Mothers day in 45 minutes west coast time.  Happy Mothers Day to all the mothers out there,2
Do you wanna talk,0
just got home. went to totoro cafe (finally) for the first time ever. i liked it! what a colorful place. such a happy atmosphere,3
Eating.,2
"@linnraz home for 4 months  or less. depending on how fast i get bored, hahs.",3
"@nowoo are you giving up on me  oh well. It's not the counting, it's the math and the weighting (or lack of) that doesn't make sense.",2
Planning tomorrow's special breakfast Ima cook for mom  she's gona get so happy,0
legs are still numb from journey to atlantis+coldness... buttt it was an awesome day,3
@dharshana anytime,2
"AHHH - Whatchu talkinÃ¯Â¿Â½ baby?  HAHAHA I canÃ¯Â¿Â½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",3
@PhillyD I love your show! I've subscribed and following your tweets. Can't wait to see more,3
at tokyo table,2
"@lynne08 okie,thanks ill check it out",0
...normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,2
"@JaimeMcKnight YAY!!!!   I have Mark issues, too...you'll find I have A LOT of issues.   lmao",3
Two fantastic shows in a row,3
@notlikemedicine Nice! That sounds great! Let me know when and where.,3
@kyeungbum going to sleep? why so early? Good night!,2
"@wstmjonathan cool, so if you could help make that happen, &amp; make sure it happens at least once in houston, that'd be great. k? thanks.",3
"@YoScottie Btw, I smile everytime I see ur smiling face on ur profile here. &quot;Grins&quot;  Damn ur cute.",3
Might be in the middle of a perfect weekend...,2
Wishing everyone a Happy Mother's Day.  xoxo,3
I'm one tough momma. Put together a swing set for Tammy allll by myself today!  My hubby would be so proud of me. :],3
@hellosawah DANG i want to be on the beach late at night. that's the best. the sound of waves and the breeze!!hope you are well!,2
bye daddy!! see you on tuesday,0
At myhouse with the girls tonight,3
"@Tidus Yes, you make me want to be a better person, think I mentioned it before, will continue to do so. I'm still EVIL tho!",3
@Elizabeth_N - me too!! I don't want to ooze while speaking either!  (why do I have lame jokes about wiping social media off my shoe? lol),2
"listening to MCR, watching DVD's, chocolate hehe  awesome",3
Happy Mothers Day!  Love your Mom...,0
posted a few pics of my college on my myspace www.myspace.com/katieheidie,3
@yellowpeel The sight of it made my afternoon,2
OMG.. THIS ONE??? YESSSSS love this Danny song,2
@ddlovato My mum loved the Camp Rock mothers day card I gave her. I knew she would. Happy Mothers Day from New Zealand! Haha ILY lots  xx,3
@lolove and i got hello kitty tattoos!  she's a ballerina and i'm a ladybug,0
@Britneyspears : For the Record is still the saddest thing to watch. &quot;I'm gonna go through life like the karate kid&quot;...and so am I.,0
@akarra if you weren't &quot;picky&quot; (=precise) i might not find you as interesting to talk to,3
@stevepizzati Go to Campos on Missendon Road in Newtown. Ask for Ben. And discover how great coffee can be,2
"@justlikeanovel If you keep trying, you'll get it right the last time.",2
Semi-intoxicated Tweet,0
"@Smoo409 oh my gosh, loved it!",3
@xjam13x LOL. Wow. That's good.  Haha I still can't believe it's mother's day.,3
"Damn these nig*s is all on me, but they won't get this...&quot;Not without a check!&quot; LMFAO",2
@contrarygirl Hoooray!  I'm hooked already,3
"home! day scale from one to ten is an 8  damn i feel old compare to him, haha so cute.",0
@jovenatheart Great!,3
Well goodnight all my twitter bugs sleep well,3
"@stompthewalrus oh ok  good ... now i will jump for joy! M, you just made my day",3
An extra night in pasadena with sergi baby cuz i 'missed' my train to riverside,1
Happy Mothers Day  Breakfast With The Fam &lt;33,3
"Whatever you're thankful for in life, make sure you are most thankful to your mother. Happy Mother's Day to all you mothers.",3
"i love my babe so much, he really means a lot to me",3
@matheusmr sejaaaaa beeeem vindo meu anjo,2
@questlove  ok just between U and me  and all of  our  followers on twitter what do U really think of @jimmyfallon ? lol,2
"What I Meant to Say: At Yardhouse, Waikiki. @lilredbow 's bday @djjmytaco @mixmasterb @mcfloppyears (she Should DJ!) &amp; some dozen others",3
juss came backk from Berkeleyy ; omg its madd fun out there  havent been out there in a minute . whassqoodd ?,3
@shirkinerd thanks shir  I got caught with the commission once but now I get amazon.com gift certificates and they don't take one if I do,2
@Siouxsinner yeah... kind of rude... but thats her business i guess   we just appreciate you and Jodi sharing   thanks again!,2
@LironD keep dreamin'!!!! Though.... if she does.... hook me up  LOL,2
"can't wait to see 'Transformers 2'.. C'me on, Shia! Yippiee!",3
just woke up from a 16-hour sleep. happy mother's day!,3
@CarnivoSpouse We Agree!! You guy rock,3
Baking cakes with my Momma! ),2
"ugh my head, when will all the headaches stop. anyways, i love my life right now, i couldn't ask for anything more. i love being happy",3
"Sleeeep. Good day, nice night, comfy bed.",3
losing weight  check the pic,2
@ankita_gaba haha I think we should let the topic drop now. a quick poll would settle the matter if you don't believe me,3
@Delta224 Yes. I also use my desktop's mouse and ketboard as if ot was just a second monitor   http://twitpic.com/4wlpf,2
AHHHH my keyboards getting worse :/ my BDAY's in 1 more day,0
Heading to XS with Nadia!! Yeee!,3
@mariromani http://offf09.media140.com/?p=131  then you must have been there when these four guys sat in the rain!,2
started her new job today! aaand so stoked for may long..  and billy is awesome.,3
still eatin lunch.....n readin comments about last nite....da best comment i receive was &quot;You really brought Anne to life!&quot;,2
@SammyClaire a whole season behind the US now,2
home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,3
"@MistahFAB Peace Bro, thanks for not just the music, but proudly representing as a father all over - Happy Mother's Day",3
I fucking love Alexander William Gaskarth,0
@jameswhitaker Umm most def  We should have a fun Houston day together and then hopefully it'll turn into a Houston night... hehe,3
@moonfrye HAPPY MOTHER'S DAY!! You're my fave celeb to follow,3
I just received a mothers day card from my lovely daughter wishing my a happy mothers day  http://tr.im/kWK9,3
Just joined Twitter hehe,3
@whatyoudeserve hahaha. do it  you'll have a blast.,2
Going downstairs for more coffee and socialising  Wow... Only 4:16?.. Gives me time for French later,2
"@NikkiBenz The Hulk, great movie  You might recognize Toronto's Younge Street in some of the fight scenes.",3
"@rjramos yeh take ur time, no pressure   how did u learn to twirl around the knifes and stuff?",2
@heidimontag I'm pretty sure that was like 100 exclamation marks,2
Chick at coles hit on me. Haha Ran into cousin,2
@PlayForKeeps I made my parents add u guys on the family myspace...they were impressed by the song.,3
@JoesGaGirl Here I'm staying up with you and you're not talking to me.   hehe,2
@RetroRewind I know its a Block Party but would love to hear a DH original if you get a chance,2
Just got Back from the Gym Wanna chat with some new people  Lets talk! haha,3
@billbergstrom Looks like a great time!  Happy Birthday to the bd girl,3
Yay my friend Glen is here. Now i'm like this,3
is starting to love twitter!!! Facebook-detox diet is working great,3
Wishing all the mommies a happy mother's day,3
"@metaphoricxeyes You sure have a good voice, better than mine; you should definitely put up a new video. I bet you got better since then!",2
"playing guitar hero, waiting for Abby to text me after prom",3
i'm only updating this so that brett's phone beeps  but really.. looking at wedding stuff. again.for the next five months.,2
@mrskutcher I agree... And child labour laws are so old and out dated.,2
"Surely you have guessed, the Arbiter is no other than Judith.",0
6moredays.6moredays. yay.yay. taken is nearly finished  better be good,3
@suzyqbee He says he feels mama tucking him in at night  He's lonely but getting by. Tomorrow will be tough!,0
"@brianwierman ... Yay! I can give you a lesson tomorrow, at Church.",2
and it is raining in Denver. of COURSE it is,0
"whats new with xtine? Got my hair done today  ,waiting for jerry,work at noon tomorrow,currently reading &quot;he's just not that into you&quot;",2
"@JoesGaGirl You'd have him sweating and shaking, baby.",3
had a nice mother's day with mum. she liked her presents. wondering if i'll ever see some one again. talking to sisa.,3
editing and watching movies tonight,2
"@aileen2u2 and yep, you've converted me to Blip.  Been great to hear a lot of others suggestions - some pretty great stuff!",3
The stress of recital is gone!!  It went so well  And Star Trek is my new favorite movie!!! I wish I was in space =/,3
my 6th wedding anniversary today... so lucky to have such a gorgeous wife,3
back home in palmdale. in bed with my mommy,3
totally just got hit on by one of her bar guests! Ha ha...Yay me!,3
"Huge test at the parents' house. The food is so good, but stuck to one helping, no seconds. Feels good.",3
"has gone through about 6 tea bags , call me obbsessed , i say thirsty",3
@TsunamiWavin Lol  i know,3
says Happy Mother's Day!  http://plurk.com/p/sutar,3
"@SevFletcher exercise is what u make of it. Walk, run, bike, blade, skate, surf, JUST DO IT  feels gooooooood",3
"@cara_rosaen i LOVE your new bracelets!! im a very proud sista...you rock, girly",3
"To all the gorgeous moms out there, Happy Mom's Daaay!",3
@mOi_UAE wth! .. 9_9 hello you,3
@kidthings yeah it does...i had fun today...i regret not taking that cup now...it was awesome...i must find one just like it now,3
Funtime was not a lot of fun!! But finally done with it,3
"@Lozingsleep Damn, that charming skater look is kind of....HOT! A hot mess  Catherine pls don't hate me for hitting on your friends. tnx",0
Ocean sounds cd,3
