content,sentiment
let me dream about my spock now goodnight,0
let me dream about my spock now goodnight,0
Let me google that for you http://lmgtfy.com/,0
let me out,0
Let's agree that it's not ok to kill a 7lbs baby in the uterus @DWStweets #DNC #Clinton2016 @HillaryforIA #ProCompromise #SemST,2
Let's continue being productive today,0
"Let's film a &quot;Transformers 3: Revenge of the Audience&quot;?  It's a very disappointing, eyes-hurting and jarring experience amplified by IMAX ",3
Lets get rich and give everyone nice sweaters and teach them how to dance...,1
let's make this last forever.,1
lets play some russian roulette.,1
Lexy add me here..... I can't locate your handle for whatever reason,0
Lexy add me here..... I can't locate your handle for whatever reason,0
Liam peed in the potty!!,1
Licking chocolate crumbs off a Twirl wrapper like Zammo on smack,1
Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!,3
Life can get soo Dull sometimes what do you do when u have no 1 around  x,2
"Life Fact: At just 9 weeks into a pregnancy, a baby begins to sigh and yawn. #LifeFact #SemST",0
"Life is #precious & so are babies, mothers, & fathers. Please support the sanctity of Human Life. Think #SemST",0
life is so boring without you,2
life is so good. and it will much greater on Thursday at 5pm!,1
Life sucks if ur not having fun.,2
lifeboatcoffee Thanks for the follow! Done with SB and other companies on the left. All about #1M1W #CCOT #SemST,0
lifes been sweet ever since thursday    im totally livin the life right now,1
life's good,1
like i really need to walk past a bunch of aborted babies to get into the union. get out of my peripheral #SemST,3
"like spirits in the night ooooh night, qu???®?´ grande ere mr. springsteen",1
Like the govt. is literally taking away your right to live your own life by defunding right now #SemST,0
like the sound of a tweet,1
like wat do i do wat do i do.........HA i got it i'll go 2 mushygushy...... so peace out twitter dudes i got a gushy gram 2 make,1
like why the fuck am i still up...maybe because im drunk as hell and had a great time tonight..shit was crazy,1
Like ya'll can try and push your views on me anyway but I will remain #SemST,0
like your first broadcast @supitsemily,1
Liked &quot;I quit smoking in September of last year after 40 years - I hope one day I won't miss it  snivel whine&quot; http://ff.im/-3nVYG,0
likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,2
likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,2
likes cheerios and scones in the morning,1
likes heavenly blushhhh,1
likes patricia's dress,1
likes the reports from testers of his new package for Synology diskstations  http://plurk.com/p/ror5d,1
likes the smell of the roast in the oven mmmmmm must have dips and sakatas to tide me over till the roast is cooked,1
likewise @Buttahbrown you better ask about me ;)  I don't appreciate you neglecting the sir fresh.,2
liking my fake tan orange colour,1
Liking the Windows 7 Release Candidate so far... (also liking my new video card and terabyte harddisk  ),1
Lil cuz coming round today she 5  aww  haha,1
"Limo Rides into the City for Dinner, Cruises on the Harbour, Makeovers &amp; Foot/Back Massages *yay* .. hope the fellas can get some of that",1
Link per my daughter  us.mobile.reuters.com/mobile/m/AnyArticle/p.rdt?URL=http://www.reuters.com/article/bigMoney/idUS1284981420090508,0
"Lipsynching to David C's Heroes and really feelin it. It's my fave track off DCTR. After all, D is my hero..",1
listenin do da beach girl5 on itunes,1
listenin do da beach girl5 on itunes,1
"Listenin to some old school new found glory. Hedro, gimi a high school band i can down load. Besides home grown....",0
Listening 2 music @ home all alone lol  who wants 2 come over &amp; hang with me LOL!!,1
Listening 'Hallelujah' on Youtube. Leonard Cohen wins.  #xfactor,0
Listening 'Hallelujah' on Youtube. Leonard Cohen wins.  #xfactor,0
Listening Maroon 5 .... &quot;Songs About Jane&quot; is one of my favourite albums in time,1
Listening music with my friend,0
listening through the Mendeed discog once again. I still think their disbanding is a loss.  #metal,2
"listening to @hardqueen after last nights Up from the Underground screening, awesome job @latapia",1
listening to @joeymcintyrye's Without Your Love...hes so tortured in that song...makes me sad,2
Listening to @reggielittlejhn speak about her work leading #WomensRights Without Frontiers. So inspiring! @AUL @JeanneaneMaxon #SemST,1
listening to a Del Barrio records release. I think Cmyk music will have competition over minimal techno in madrid land.,0
listening to a new Stolen Sheep record,0
listening to AM- teddy picker  She saw it and she grabbed it and it wasn't what it seemed,2
"Listening to Apparat, about to make bacon and eggs.  Surprisingly functional this morning",0
"Listening to Apparat, about to make bacon and eggs.  Surprisingly functional this morning",0
Listening to Awake by Godsmack,0
Listening to Black Eyed Peas.,0
Listening to Broken by Lifehouse (on repeat),0
Listening to Busted - 3AM. I miss them,0
"Listening to comedians like Felicia Michaels, Margaret Cho and Jeff Dunham today",1
Listening to dashboard confessional &amp; counting down the days until the @varsityfc concert on May 16th with @ashgoz,1
"listening to dave barnes, getting really excited for junior senior",1
listening to David Archuleta album it's amazing,1
listening to Demi Lovato  FINISHED MY NEW SONG!,1
listening to ECHO by Gorilla Zoe ahh love that song,1
"Listening to Eminem's new album, got leaked a few days ago #Relapse. Pretty good",1
listening to faith spirituality and the internet,1
Listening to 'Fountain of youth' by Supastition @imeem http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,1
Listening to 'Fountain of youth' by Supastition @imeem http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,1
Listening to Hey Zulu - Red n' Meth. Sux to be at work right now,2
listening to i can't wait - akon feat t pain . i love this song,1
Listening to Jesse's music  &amp; on MySpace. Also getting the hang of Twiiter. I feel that i need more followers.  Don't be shy!,0
listening to jubey snoring on the phone  hehe goodnight,1
listening to jubey snoring on the phone  hehe goodnight,1
Listening to Lady Gaga... Relatives just left after our Mother's Day celebration,0
Listening to Lady Gaga... Relatives just left after our Mother's Day celebration,0
listening to Lily Allen's last album - it's quite good,1
"listening to MCR, watching DVD's, chocolate hehe  awesome",1
Listening to Mendelssohn - Italian Symphony.  Lovely.,1
Listening to Miley Cyrus Breakout CD ! love it!,1
listening to music  was kostet der fisch ?! xD my mathsteacher has choose the wrong job... that's wrong grammar but a real fact !!,0
Listening to Music Box.  When Mariah could still sing,1
listening to music...feeling kind of down,2
Listening to nin and working on my break. ALMOST as good as being at the show.....  rock out extra hard @SarfaBarfa,1
Listening to Obama with one ear &amp; listening to music with the other,1
Listening to olivia play!!  lol!,1
Listening to Opeth. Trying not to think about missing their show in San Antonio. Failing,2
"Listening to owl city, and not looking forward to studying ",2
listening to revenge by kiss to get inspiration... i don't think kristie is really digging it though,0
listening to some bands recommended to me by Sarrah  i really like the friday night boys &lt;3,1
listening to some brandy...never say never cd,0
listening to some brandy...never say never cd,0
Listening to some house music!(what else?) I got a gig in San Francisco next Friday. BE THERE  details on my www.myspace.com/djspy,1
listening to some music!,1
listening to some music. kate voegele is really great!,1
Listening to some nice music.. I think I should go to bed now so I get nice and rested but i'll miss Russel Brand's Ponderland,1
Listening to some nice music.. I think I should go to bed now so I get nice and rested but i'll miss Russel Brand's Ponderland,1
Listening to Someday We'll Know... It's raining!!!!,0
Listening to Sublime and 311 at work.. I have got to get these resumes done.   Then I have design work for the Fudge Factory.,0
listening to the best days of your life by kellie pickler,1
listening to the cat snore,0
listening to the cat snore,0
"Listening to the commentary track on Holiday Inn. Never thought I'd see Bing Crosby in black face, but the rest of the movie was cute",0
listening to the falling rain...lalala,1
Listening to the Legally Blonde musical soundtrack. Lamenting not going anymore. Perhaps I will buy a nosebleed seat and go alone.,0
Listening to The Man Who Cant Be Moved &lt;3 I just love the connection with GW  Doing Dutch and might do some art later.,1
listening to the new demo! This song is going to be fantastic once its done!,2
Listening to the new Green Day album  Fingers crossed!,1
listening to the online radio; oldies,1
Listening to the simply awesome Ratatat on a bank holiday monday before a BBQ later  http://bit.ly/gJqSh,0
listening to those litle hyperbirdies terrorizing the world since 4.30! lets cook em,1
Listening to Weightless by All Time Low. Thanks to @Katarinahj for making me listening to it!,1
Listening to Yultron!!,0
Listening to: Sweet Talk 101 - Cute Is What We Aim For /// Considering taking up the GameBoy Color again. I miss chiptune.,2
listeninq to music; Butterfly Fly Away - Miley Cyrus,0
listens to MSI and bakes banana bread. How weird is she? Remarkably not so much anymore.,0
Listing to a sad song  so i am sad too,2
listing to music while putting the finishing touches on my mothers day present and the cool part is it didn't cost my a thing,0
Listing to old jb music.... Going bck to 2006&amp;2007 &lt;33 i miss tht,2
Listing to old jb music.... Going bck to 2006&amp;2007 &lt;33 i miss tht,2
Literally laid in bed all day. Major headache,2
"little beetle not feeling any love  Searches are bring up zilch, bar 2 peeps that appear funny !!!",1
Little bottle jus for me   http://mypict.me/FLC,0
Little brothers being funny  Congrats on the engagement http://tinyurl.com/cv5nw8,1
Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,1
little miss ugly,0
Little one's cast is taking a beating. It is starting to show some wear and tear and it has been on less than a week. She is too active!,1
LIVE FROM NEW YORK ITS SATURDAY NIGHT!  finally a new one,1
"Live from New York, it's Justin Timberlake!",1
live long and prosper,1
live long and prosper  #fb,1
live long and prosper !  lol star trek was the best!,1
LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx,1
live on stickam.com/itstyleryo COME CHAT!,1
Live TV coming to the XBox 360.  But only if you live in the UK.  http://tinyurl.com/kq47ah,0
Livin on ur own iznt nice at all. I miss my mum,2
living in ballarat again,0
living in ballarat again,0
living it up at empire hotel...free bottle service. it ROCKS having connections,1
Living my life,1
Living my life,1
LivingHandy.de 2.0 - stay tuned  - http://www.LivingHandy.de/,2
liz just left  aww it was so good to see her.,1
lm @ TGI Fridays on a Monday.. Hee hee!,1
Lmao i come on mad replies im like damn im missed ... Damn follow friday lmao so im still not important or missed,2
Lmao i come on mad replies im like damn im missed ... Damn follow friday lmao so im still not important or missed,2
lmao im stupid just felt like sayin tya???®?´ in my red caf vioce..nite ya'll,2
lmao im stupid just felt like sayin tya√Ø¬ø¬Ω in my red caf vioce..nite ya'll,2
LMAO Twitting... thats never gonna get old haha!,1
LMAO! listening to the great Bob Marley!  Wow hes so awesome,1
lmao...ummmm nothing...,1
Lmfao well ur sexy nerd isnt going to practice tomorrow ;) but my sexy babys still sick ,1
lmfaoooo i fucking love this showwwww,1
loads of insects are attacking me.. time to go inside,0
Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan,0
Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan,0
Lobbying in twitter! Here too!!  Yuk! Gettin rid of groupies ;),1
Lobbying in twitter! Here too!!  Yuk! Gettin rid of groupies ;),1
"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl...",2
Locked out of my fucking house!,3
loggade visst min 400e cache i l???®?´rdags!,0
Logging it out. Thank you Kiana...you're something else ma! masha'Allah.,1
Logging off Twitter app to preserve battery life.,0
Logging off Twitter app to preserve battery life.,0
lohang: is listening to music. really happy about !librefm #audacious combination  here's my profile http://is.. http://tinyurl.com/r5o3zj,1
lol  Check this video out -- New Minute Maid Commercial http://tinyurl.com/cplt7p,1
lol @ kalahari.net marketing - &quot;may the 4th be with you&quot;,1
Lol @ me and @kittykatmakeup whispering so we don't get in trouble and being almost 30! Feels great to be home feeling like kids,1
lol exams i didn't go to mcast or other school i finished form 5 and that's it soo disappointed in myself,2
lol good times in the journalism back room...everyone else thinks we're weird now,1
lol haha very funnyyy lol im talking to my bestfriend ashleyyyy!!!,1
lol i &lt;3 spongebob,1
lol if i only can sTay up a few more hours.. i keep missing Tila's lasT posTs ..,2
Lol it's no ones choice but the woman's when it comes to abortion. Men shouldn't even be able to vote on the issue. #SemST,0
lol my other tank/dps friend is having the same problem in a different guild.  wtf is wrong with this server?,3
LOL OMG @MissKeriBaby replied back to me out of all ppl!! THX,1
"lol simpsons S20E19: &quot;first day at your new school, so lisa: have fun!   and bart:  DON'T!&quot;",1
lol thats the highlight,0
LOL watching Big Bang Theory latest episode,0
"Lol woo, sway sway baby is on now &lt;33 i miss the old ep onee . ",1
lol! woow okay its not that big of a deal,1
"lol, you can see the sunburnnn    its not achurley that bad =| least i dont think it is xD http://tinyurl.com/njubcl",0
LOL. My moms present cost 69 dollars.,1
LOL. THX WHIT!!!,1
lol...my neighbors must think im nuts...for #canucks,1
lonely,2
lonely ..,0
long day and i still have to mow the lawn,0
Long day at office again. Tiring week,2
"Long day of dancin, travelin, and celebrating life  happy mothers day!!",1
Long night ahead.,0
long night. Sleeping now.,1
long weekend is over... looking forward to end of May then,1
long weekend. thank god i can sleep in on monday,1
"long, fun day  now for some relaxation. some TV with the mom, then sleeeep",1
"longest flight EVER. not particularly unpleasant or uncomfortable, just really really long",3
Longest trackk meet everrr,0
Look at how far away I've gone... locked away in a room trying to work in silence and yet... constant &quot;urgent&quot; emails and IM's persist,0
'Look at the tadpole'... 'No! ... Look at me!!!' ... Foolish dog  http://yfrog.com/05ixbj,1
look at the weather! oh yeah ,1
look how @exotic @BADDESTnLA choke on this dick talks to me,0
"look up our youtube JessAndNicoleMusic, we are new, leave comments and subscribe  thankyou x",1
Look what I got for lunch today!! A cheese empanada and teque???®?´os Venezuelan style!!!! I miss this soooo much!  http://yfrog.com/14lyij,1
"Look, everyone! I'm a bad boy! I'm ranked higher than Meghan McCain!  http://tinyurl.com/oj76mz",1
"Look, everyone! I'm a bad boy! I'm ranked higher than Meghan McCain!  http://tinyurl.com/oj76mz",1
looked up weather for greece this weekend....80 and sunny OMGZ,1
lookin forward to a lovely meal out for grandparents 75th at posh italian,1
lookin forward to jam with DJ Kimosave on the 16th @ The Loft,1
lookin forward to liverpool 2mz,1
looking at all my old myspace status' oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!,0
looking at an insane view of hollyweird....in an altered state.,0
looking at an insane view of hollyweird....in an altered state.,0
Looking at my daughters baby pictures makes my heart hurt,2
"Looking at my quince pics, ahh good memories.... To be young again....  Lol #fb",1
Looking at old pictures... I love it &amp; miss the good ol days,1
Looking at old pictures... I love it &amp; miss the good ol days,1
Looking at our photo shoot pics...check out our myspace pics to see them...i love them all...,1
looking at tabs for all of the &quot;Boys Like Girls&quot; songs,1
looking at the moon and thinking about _____...,0
Looking at the pix from #dbuc09 - seems like everyone was doing good stuff - *almost* wish I wasn't in Nice at the time,0
Looking at the pix from #dbuc09 - seems like everyone was doing good stuff - *almost* wish I wasn't in Nice at the time,0
looking at this website!! should be working!!,1
Looking for a show to turn my brain into mush so it doesn't hurt anymore  Any good FREE online ones you know of?,0
Looking for a special girl  im fed up of bein hurt,2
Looking for a special girl  im fed up of bein hurt,2
Looking for a vibrating phone is like trying to find &quot;a feeling.&quot;,0
Looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,0
"Looking for desktop twitter app that will actually let you access URLs, any suggestions? I liked Twittle but no linking",0
Looking for food at home!.... nothing,2
Looking for food at home!.... nothing,2
looking for models for beauty shoot THIS THURSDAY in the Valley studio  contact me if interested!,0
"looking for my dog, she escaped",0
looking for my littlest tsutsu...,0
"looking for my sister on facebook, miss you yani",2
"looking for my sister on facebook, miss you yani",2
looking for new ideas for my blog,1
Looking for new picture for my twitter background@  HELP little here!!,0
Looking for new picture for my twitter background@  HELP little here!!,0
looking for people,0
Looking for photo inspiration. But everything I want to do required more space than I have,1
Looking for photo inspiration. But everything I want to do required more space than I have,1
Looking forward for orange juice and fried eggs and cinnamon rolls tomorrow morning!!,1
LOOKING FORWARD TO #CUBA EXPANDING MAJOR EXPORTS OF PICK UP TRUCKS CONVERTED INTO RAFTS!! SO EXCITING! #tcot #SemST,1
looking forward to a gloiriously sunny and warm weekend  BBQ!,1
looking forward to Ben's baseball game tonight,1
looking forward to body works today,1
Looking forward to Cambridge on the weekend and shopping with Ilze,1
looking forward to coffee and driving tomorrow. really,1
Looking forward to having Dinner with Family and Friendsss! Happy Mothers Day to all the Moms out there!,1
looking forward to seeing the relatives... maybe home from Toronto soon,1
looking forward to seeing the relatives... maybe home from Toronto soon,1
Looking forward to Sunday b/c the weather should be warm and sunny,1
looking forward to the finale of the RACE next week! Missing my castle girls though... Any and all Race fans welcome to watch chez moi...,1
Looking forward to the new week with the presentation of my book in a store in Dillingen today and some interesting sales seminars,0
"Looking forward to tonight now  too early to start getting ready? Yeah, maybe.",1
Looking fwd to Prargue Food Festival: this weekend. ,1
"Looking out the window, beautiful blue sky, great forecast for the weekend - not good for cinemas",0
looking out window is depressing it is so beautiful out and I am in here,2
looking out window is depressing it is so beautiful out and I am in here,2
"Looking to sketch final catwalk outfit, i really REALLY want my long pink hair back. i also want to dye my models hair pink not allowed",1
looks can be deceiving,0
"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations",1
"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations",1
looks like another sober weekend ahead...,1
Looks like i can go see jeffree star afterall. I told my dad he'd hate the music &amp; he said i could go alone,1
Looks like I got a new job,1
looks like it got cloudy again outside! and i have nothing to do tonight! boo friday,0
Looks like its another night at the office lol,2
Looks like my Twitter is down,2
"Looks like rain again  Oh well, it will give me a chance to work on a new crochet pattern I have in the works.",1
Looks like the sun is making a comeback in the midwest!!!! Happy Monday to me,1
looks like we're rained out for weekend climbing,2
looks like we're rained out for weekend climbing,2
looks like yet another beautiful day in London,1
Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can't wait,0
Loong day. In bed cuddling with papabear and watching south park. Yay my bday bbq tomorrow! Can't wait,0
"looong day! 8 houuurs of work, then a 5 minute shower, then back out with shane, and now here  man, i can hear my bed calllling a bunch!",1
looooove the mcfly video on my myspace  ? www.myspace.com/kat_04071991 - go watch it  its my favourite,1
LOOOVE the comedian in Obama! hahaha . man  I love this event. Someone get me a pic of Dennis Leary and his wife,0
LOOPJAZZ  yess!!! ez most bej???®?´n,1
"Lorne stood rooted to the spot, squinting furiously through his monocle.",3
Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,1
Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,1
losing weight  check the pic,0
Lossing power while your in your house alone? Not fucckinggg cool. Party at cakss!,1
Lost a battle with the couch....phone has been blowing up,0
lost all my files since high school.,3
lost all my files since high school.,3
lost at home depot  http://yfrog.com/13ti6j,0
lost HIATUS noooooooooooooooooo D: back to school tomorow. back in 10TY  (@NamastexD),1
"Lost his favorite thing he loves to always have on him, his story of the year Key Chain..",2
lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T,2
lost my BA115 enlisted class in CRS!! ( whyyyy. hindi naman conflict or whatever.  ang labo ng CRS grabe. T.T,2
lost my DC hat ..,2
lost my keys at the mall... took me 45 mins to find them,2
lost some $ at work....nt happy right now    --SLOANSTER--,2
lots of decisions to make...i need an assistant/cook/nanny/chauffer lol lol but 4 real!,2
Lots of noisy peeps outside,0
Lots of other people are very polite tho and ask if they can approach,1
lots of Reqs today.... no fun,2
"Lots of tasks to complete today. First, wecloming new members to Canadamigos Social Networking site, www.canadamigos.com, and coffee",0
lotsa water. it's already dark out,0
lousy mofo landlord.   need to focus on kid's packing but cant . nevermind sew sleeping bag,3
Love &quot;good girls go bad&quot;,1
LOVE @myfabolouslife LOVE him.  http://bit.ly/chLaV   @ that tease of Your Baby @ the end... boooooo. still luv tho.,1
love for vintage books...old books shopping this morning,1
LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,1
LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,1
love how dad said he'd be ready to go at like 3:15 and it's now 4pm and I'm still working.,0
Love ice cream... Love cake... Cookies and cream ice cream cake tops them both,1
"Love is an air-conditioner on a hot day...a heater on a cold day...and a warm body in bed any day  -  yep, me again",1
"love is like a war,,easy to begin, hard to end..fiuuhh...",0
love it when jonas brothers are in the trending topics. maybe taylors turn next,1
Love love love. One a day does a woman's body good  http://twitpic.com/4wkpe,1
LOVE ME LOVE ME SAY THAT YOU LOVE ME...,1
Love my mommy happy mothers day,1
Love my mommy happy mothers day,1
love new shoes  thanks wine lo,1
"Love song for the night, &quot;Then&quot; by Brad Paisley.  Happy Mother's Day   Love &amp; Light ~ Joy",0
"Love song for the night, &quot;Then&quot; by Brad Paisley.  Happy Mother's Day   Love &amp; Light ~ Joy",0
"Love story on loop for the past 30 minutes. I love this song.. It makes me happy, like this!",1
"Love sundays. Especially when F1 is on!! Still in PJ's, no plans to get out of them any time soon",1
Love the 3 mile 3AM runs. They make me smile,1
Love the 3 mile 3AM runs. They make me smile,1
Love the family feud episode with the kardashians tonight,1
Love the idea of giving each year a theme. This is the year of new beginnings!,1
Love the movie Grease! Can't believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab,2
love the sweet g'nights every night,1
love the sweet g'nights every night,1
Love thy self. Keep it simple. Learn Tai Chi. Those are my aims today. Beat up ankle is less swollen  I am on a no negotiation vacation!,1
"Love, laughter, creativity.",1
"LOVED AP Tour in Columbus, OH last night! I'm still exhausted! Goin to bed now so sweet dreams!! gnight!!",1
LOVED Britain's got talent last night!  Shaun and Greg were both amazing!  Were they HOT too..can't say I noticed?!!,1
Loved talking with Yvette today about education and women's voices in politics. Can't wait to see her on caucus day! #FellowsIA #SemST,1
Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer,2
Loved the sun today. Did not love a black suit and black top plus 6 trains/tubes to get to my meeting and back  Need to shop for summer,2
Loved Wanda Sykes' performance at the White House Correspondent's Association Dinner,1
"lovely day again... hope it continues all weekend, I'm stuck at my desk today",1
"lovely day again... hope it continues all weekend, I'm stuck at my desk today",1
lovely day and i have to work,1
lovely day and i have to work,1
Lovely hubby has just spray tanned the back of my legs for me so hopefully won't look like an allsort for much longer!!,1
Lovely morning to cycle to work but met with a 29 degree office,0
lovely night of steve-o and family guy. off to bed.,1
"Lovely night, guys. Full moon  thinking about going out onto my roof lol",1
Lovely walk this morning with the missus; drizzle didn't matter,1
"lovely, my plans have been canceled for the night. another night home alone for me. un-yay",0
loven the rs ftw pvp is bac,1
Loves Agustin and his happy morning moods,1
loves finding new followers,1
loves florida but misses her american friends,2
loves florida but misses her american friends,2
"loves GOSSIP GIRL Episode 23, The Wrath of Con",1
Loves her david soooooo much &lt;3,0
loves her mum very much! Happy Mothers Day to all the wonderful mothers out there,1
"loves her mummy with everything she has. always and forever mummy dearest. (love to ma and nanny too,  xx)",1
loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.,1
Loves him but most importantly loves my mom! Happy Mothers Day!,1
Loves him but most importantly loves my mom! Happy Mothers Day!,1
loves it that the first Monday of May is a Bank Holiday!  http://plurk.com/p/roxar,1
loves it when mom and dad come to visit! nothin better,1
loves it when mom and dad come to visit! nothin better,1
loves John Mayer's updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,1
loves listening to people practising on the piano downstairs,1
Loves Miley's song The Climb and loves the video  xxx,1
loves my new twitter background...my two heros...wichita and kraussey!  haha,0
Loves random acts of kindness and laughter,1
"loves summer! and don't forget people, tomorrow is mother's day!",1
LOVES that lubbock is wet..its about time..no more strip runs,1
"Loves the 2nd half of even days, orch and jazz band with daddy",1
loves the cancuks  &lt;3,1
Loves the fact that there's only 5 days of school left,1
Loves the Mr. oh so much these days!!,1
"loves the new Mother's Day snl digital short, mother lover, oohhhh cornyness",1
loves the nice weather and 7:30 exams,1
loves the smell of roast in the oven - thanks @sharnazzle for the ideas!,1
loves twitter (Y) 38th post. mwaha  x,1
Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.,1
loviiing declan,1
Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I'm getting old,2
"Lovin' @miacarruthers, @TheRealJordin, &amp; @Adrienne_Bailon SOOOO much right now!",1
lovin' my new blackberry,1
Loving Lego Indiana Jones. A game-researching aracheologist's dream,1
loving life lately!!!!  Looking forward to going to see Samantha! Hanging out with Natalie right now!,1
Loving lil ken and absolutely dreading saying goodbye in less than a week,0
loving Mondays for so many reasons!,1
Loving my boys,1
Loving my new HR monitor,1
loving my new tv,1
loving my new tv,1
loving phuket with melai and badette. i'll be coming home soon  imiss everyone,1
loving that spring definitely seems to be here now,1
Loving the # dreambears on #britains got talent,0
Loving the # dreambears on #britains got talent,0
Loving the cairns clan,1
LOVING the hot weather forecast for the rest of the week!!!!  Summer is almost heeeeere,1
Loving the new skype! Especially for someone like me who lives half a world away from home!,2
"Loving the sun today, even thought I should be revising. Not a good day though, been at Kates all afty, shit day for her bless her  x",1
Loving the sunshine! Wish poor Richie would feel better,1
"Loving the weather this weekend, shame i'm back into work tomorrow",2
"Loving the weather this weekend, shame i'm back into work tomorrow",2
low low low low low low low low low.............................,2
low low low low low low low low low.............................,2
Low profile tires suck! They won't have my size in until monday,2
lowkey tired yet still energetic !,0
"Lucky Charms, FTW",0
lucky to be where i belong,1
Luking for new background pic......,1
Lula is not feeling well.  http://tinyurl.com/m8kcsq,2
Lulu's put on scottish accent on britains got more talent makes me sad to be scottish  just coz falconers there dont play up your accent!,2
"lumiere is not impressed with my cuddling. but then again, who is  http://sml.vg/jL0kI1",0
lunch at 5.30pm!,0
"lunch break's over, going back to work....",2
lunch in the forrest ... its so baron.  fpu is so dead,2
lunch in the forrest ... its so baron.  fpu is so dead,2
"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd",0
"Lunch time! Feeling really odd today, generally not great",2
"Lunch, club meeting, effin bored",0
"Lunching and bike riding around the village today with Lulu. Love my new bike, just wish I didn't have to lock it up all the time",1
Luv you sissy,1
Luving the weather and my baby KB  xxx,1
lvl 96 me vs a lvl 115 owned me i was useing crappy armour,1
"lyin in bed, up faaaaar too early",0
Lying bed... Sooo much to do today... But this is much more fun ,0
Lying in bed with my most favorit girl in the world. happy mommys day to me.,1
lying on the sofa chilling...don't intend on moving from it any time soon,0
Lying with my new lab pup on my lap,1
"m still watchin Boston Legal tho it cracks me up 2, scrubs earlier was good  i guess i just like a laugh!!!",1
M.I.A?PJ?Beasties?Thievery?Volta?Bat4Lashes?BandOfHorses? I enjoy this line-up: http://bit.ly/16lUgX Too bad it's in San Fran,1
M.I.A?PJ?Beasties?Thievery?Volta?Bat4Lashes?BandOfHorses? I enjoy this line-up: http://bit.ly/16lUgX Too bad it's in San Fran,1
Maaaaaaaaajor headache. It's so gloomy outside!  Just gonna lounge today. Whoopiiiiii.,1
"Maaaaaan what a lovely day, shame that the ice-cream man near our workplace decided there was business elsewhere before we got a 99",1
maaaaan last night was a funny night! sad aswell tho,2
Maaaan... it is way too nice outside to be in here working.,1
"maaate,grooovin was off the chain. uploading videos to youtube  www.youtube.com/sluzzaa  go watch!",0
"MAD AS HELL! SOMEONE STOLE MY PINK &amp; BLACK LEAPORD PRINT PUMPS I WANTED TO WEAR TODAY  BUT TO GOD BE THE GLORY, HE'LL BLESS ME ABUNDANTLY",3
mad traffic,2
mad traffic,2
Madam President Clinton; you have all the gays vote. #jarrid #SemST,1
madd bored,0
made $30 tonight watching 2 little kids swim and watch a movie!!! haha i love babysitting haha,1
Made a bomb and it blew in my mouth!..just made the best F*ing dinner!,1
Made a bomb and it blew in my mouth!..just made the best F*ing dinner!,1
made a little cover for my iphone.  the birds aren't upside down on the back  http://twitpic.com/67tp9 &amp; http... http://bit.ly/FjeAm,2
made a little cover for my iphone.  the birds aren't upside down on the back  http://twitpic.com/67tp9 &amp; http://twitpic.com/67to5,0
made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to @householdhacker,0
made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to @householdhacker,0
Made a seamless connection to Toro Toro Quebec Two.,0
"Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&amp;spa with aunt, uncle &amp; mom; FINALLY HOME",1
made breakfast today......Happy mother's day ..,0
made breakfast today......Happy mother's day ..,0
Made coffee cake for her mom,1
